DB,Projectid,Paperid,Year,Authors,Title,Journal,DOI,URL,Data Availability,Date of downloading,Citation of data source,Creative Commons Liscence,creativecommonsliscence
GRP,30,1,2016,"Bourgeois, B; Vanasse, A; Gonzalez, E; Andersen, R; Poulin, M",Threshold dynamics in plant succession after tree planting in agricultural riparian zones,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.12675,http://doi.org/10.1111/1365-2664.12675,NA,03.30.2020,"Bourgeois, Bérenger et al. (2016), Data from: Threshold dynamics in plant succession after tree planting in agricultural riparian zones, Dryad, Dataset, https://doi.org/10.5061/dryad.b46k4",CC0,CC0
GRP,31,1,2018,"Chen, HYH; Biswas, SR; Sobey, TM; Brassard, BW; Bartels, SF",Reclamation strategies for mined forest soils and overstorey drive understorey vegetation,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.13018,http://doi.org/10.1111/1365-2664.13018,NA,03.30.2020,"Chen, Han Y. H. et al. (2018), Data from: Reclamation strategies for mined forest soils and overstorey drive understorey vegetation, Dryad, Dataset, https://doi.org/10.5061/dryad.c49m0",CC0,CC0
GRP,32,1,2017,"Douda, J; Boublik, K; Doudova, J; Kyncl, M",Traditional forest management practices stop forest succession and bring back rare plant species,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.12801,http://doi.org/10.1111/1365-2664.12801,NA,03.30.2020,"Douda, Jan; Boublík, Karel; Doudová, Jana; Kyncl, Michal (2016), Data from: Traditional forest management practices stop forest succession and bring back rare plant species, Dryad, Dataset, https://doi.org/10.5061/dryad.kr6hg",CC0,CC0
GRP,33,1,2018,"Zimmerman, CL; Shirer, RR; Corbin, JD",Native Plant Recovery following Three Years of Common Reed (Phragmites australis) Control,INVASIVE PLANT SCIENCE AND MANAGEMENT,10.1017/inp.2018.24,http://doi.org/10.1017/inp.2018.24,NA,03.27.2021,"Zimmerman, Christopher L.; Shirer, Rebecca R.; Corbin, Jeffrey D. (2018), Data from: Native plant recovery following three years of common reed (Phragmites australis) control, Dryad, Dataset, https://doi.org/10.5061/dryad.63227hg",CC0,CC0
GRP,34,1,2015,"Fournier, B; Gillet, F; Le Bayon, RC; Mitchell, EAD; Moretti, M",Functional responses of multitaxa communities to disturbance and stress gradients in a restored floodplain,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.12493,http://doi.org/10.1111/1365-2664.12493,NA,03.30.2020,"Fournier, Bertrand et al. (2015), Data from: Functional responses of multi-taxa communities to disturbance and stress gradients in a restored floodplain, Dryad, Dataset, https://doi.org/10.5061/dryad.cb312",CC0,CC0
GRP,35,1,2019,"Fraaije, RGA; Poupin, C; Verhoeven, JTA; Soons, MB",Functional responses of aquatic and riparian vegetation to hydrogeomorphic restoration of channelized lowland streams and their valleys,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.13326,http://doi.org/10.1111/1365-2664.13326,NA,03.27.2020,"Fraaije, Rob G.A. et al. (2018), Data from: Functional responses of aquatic and riparian vegetation to hydrogeomorphic restoration of channelized lowland streams and their valleys, Dryad, Dataset, https://doi.org/10.5061/dryad.5874v7h",CC0,CC0
GRP,36,1,2016,"Gallagher, MK; Wagenius, S",Seed source impacts germination and early establishment of dominant grasses in prairie restorations,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.12564,http://doi.org/10.1111/1365-2664.12564,NA,03.30.2020,"Gallagher, M. Kate; Wagenius, Stuart (2016), Data from: Seed source impacts germination and early establishment of dominant grasses in prairie restorations, Dryad, Dataset, https://doi.org/10.5061/dryad.r7g8q",CC0,CC0
GRP,37,1,2019,"Halpern, CB; Antos, JA; Kothari, S; Olson, AM",Past tree influence and prescribed fire exert strong controls on reassembly of mountain grasslands after tree removal,ECOLOGICAL APPLICATIONS,10.1002/eap.1860,http://doi.org/10.1002/eap.1860,NA,03.27.2020,"Halpern, Charles B.; Antos, Joseph A.; Kothari, Shan; Olson, Annette M. (2019), Data from: Past tree influence and prescribed fire exert strong controls on reassembly of mountain grasslands after tree removal, Dryad, Dataset, https://doi.org/10.5061/dryad.v5f76v4",CC0,CC0
GRP,38,1,2018,"Jamsranjav, C; Reid, RS; Fernandez-Gimenez, ME; Tsevlee, A; Yadamsuren, B; Heiner, M",Applying a dryland degradation framework for rangelands: the case of Mongolia,ECOLOGICAL APPLICATIONS,10.1002/eap.1684,http://doi.org/10.1002/eap.1684,NA,03.30.2020,"Jamsranjav, Chantsallkham et al. (2017), Data from: Applying a dryland degradation framework for rangelands: the case of Mongolia, Dryad, Dataset, https://doi.org/10.5061/dryad.3ch50",CC0,CC0
GRP,39,1,2018,"Li, LP; Cadotte, MW; Martinez-Garza, C; de la Pena-Domene, M; Du, GZ",Planting accelerates restoration of tropical forest but assembly mechanisms appear insensitive to initial composition,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.12976,http://doi.org/10.1111/1365-2664.12976,NA,03.30.2020,"Li, Lanping et al. (2018), Data from: Plantings accelerate restoration of tropical forest but assembly mechanisms appear insensitive to initial composition, Dryad, Dataset, https://doi.org/10.5061/dryad.sh0v5",CC0,CC0
GRP,40,1,2019,"Lishawa, SC; Lawrence, BA; Albert, DA; Larkin, DJ; Tuchman, NC",Invasive species removal increases species and phylogenetic diversity of wetland plant communities,ECOLOGY AND EVOLUTION,10.1002/ece3.5188,http://doi.org/10.1002/ece3.5188,NA,03.27.2020,"Lishawa, Shane C. et al. (2019), Data from: Invasive species removal increases species and phylogenetic diversity of wetland plant communities, Dryad, Dataset, https://doi.org/10.5061/dryad.32h05c2",CC0,CC0
GRP,41,1,2017,"Matos, FAR; Magnago, LFS; Gastauer, M; Carreiras, JMB; Simonelli, M; Meira-Neto, JAA; Edwards, DP",Effects of landscape configuration and composition on phylogenetic diversity of trees in a highly fragmented tropical forest,JOURNAL OF ECOLOGY,10.1111/1365-2745.12661,http://doi.org/10.1111/1365-2745.12661,NA,03.30.2020,"Matos, Fabio Antonio R. et al. (2017), Data from: Effects of landscape configuration and composition on phylogenetic diversity of trees in a highly fragmented tropical forest, Dryad, Dataset, https://doi.org/10.5061/dryad.fq988",CC0,CC0
GRP,42,1,2017,"Tonietto, RK; Ascher, JS; Larkin, DJ","Bee communities along a prairie restoration chronosequence: similar abundance and diversity, distinct composition",ECOLOGICAL APPLICATIONS,10.1002/eap.1481,http://doi.org/10.1002/eap.1481,NA,03.30.2020,"Tonietto, Rebecca K.; Ascher, John S.; Larkin, Daniel J. (2016), Data from: Bee communities along a prairie restoration chronosequence: similar abundance and diversity, distinct composition, Dryad, Dataset, https://doi.org/10.5061/dryad.34n83",CC0,CC0
GRP,43,1,2019,"van Breugel, M; Craven, D; Lai, HR; Baillon, M; Turner, BL; Hall, JS",Soil nutrients and dispersal limitation shape compositional variation in secondary tropical forests across multiple scales,JOURNAL OF ECOLOGY,10.1111/1365-2745.13126,http://doi.org/10.1111/1365-2745.13126,NA,03.27.2020,"van Breugel, Michiel et al. (2018), Data from: Soil nutrients and dispersal limitation shape compositional variation in secondary tropical forests across multiple scales, Dryad, Dataset, https://doi.org/10.5061/dryad.4t46jj6",CC0,CC0
GRP,44,1,2016,Bryan  Foster," Long-term studies of secondary succession and community assembly in the prairie-forest ecotone of eastern Kansas, Old-field succession experiment",NA,NA,NA,NA,01.15.2020,"Foster B. 2016. Long-term studies of secondary succession and community assembly in the prairie-forest ecotone of eastern Kansas, Old-field succession experiment. Environmental Data Initiative. https://doi.org/10.6073/pasta/a30d5b90676008cfb7987f31b4343a35. Dataset accessed 4/09/2020.",NA,NA
GRP,45,1,2017,"Barak, RS; Williams, EW; Hipp, AL; Bowles, ML; Carr, GM; Sherman, R; Larkin, DJ",Restored tallgrass prairies have reduced phylogenetic diversity compared with remnants,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.12881,http://doi.org/10.1111/1365-2664.12881,NA,01.15.2020,"Barak, Rebecca S. et al. (2018), Data from: Restored tallgrass prairies have reduced phylogenetic diversity compared with remnants, Dryad, Dataset, https://doi.org/10.5061/dryad.90124",CC0,CC0
GRP,46,1,2017,"Timo Conradi, Vicky M. Temperton and Johannes Kollmann",Resource availability determines the importance of niche-based versus stochastic community assembly in grasslands,Oikos,NA,https://onlinelibrary.wiley.com/doi/full/10.1111/oik.03969,NA,01.15.2021,"Conradi, Timo; Temperton, Vicky M.; Kollmann, Johannes (2017), Data from: Resource availability determines the importance of niche-based vs. stochastic community assembly in grasslands, Dryad, Dataset, https://doi.org/10.5061/dryad.34d3n",CC0,CC0
GRP,47,1,2018,"Gregory Sonnier,  Patrick Bohlen, Hilary Swain, Steve Orzell, Edwin Bridges, Elizabeth Boughton, Gabriel Kamener","A case study of the effects of wetland restoration on the hydrology, species diversity, species composition and floristic quality of restored wetlands within a Central Florida ranchland, 2003 - ongoing.",NA,10.6073/pasta/b745934d136ce9ca8de26c5063eee86a,NA,NA,01.15.2022,"Sonnier, G., P.J. Bohlen, H.M. Swain, S.L. Orzell, E.L. Bridges, and E.H. Boughton. 2018. A case study of the effects of wetland restoration on the hydrology, species diversity, species composition and floristic quality of restored wetlands within a Central Florida ranchland, 2003 - ongoing. ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/b745934d136ce9ca8de26c5063eee86a. Accessed 2020-04-10.",CC0,CC0
GRP,48,1,2004,"Robert Buchsbaum, John Catena, Eric Hutchins",Plant species percent cover in quadrats along vegetation transects at the Argilla Rd. salt marsh restoration site (Ipswich) and Rough Meadows reference marsh (Rowley – Stackyard Road area).,NA,NA, http://ecosystems.mbl.edu/PIE/data/LTE/LTE-EX-ARGILLA-RM-VEGQUADS.html,NA,01.15.2023,NA,NA,NA
GRP,49,1,2016,"Johnson, LR; Handel, SN",Restoration treatments in urban park forests drive long-term changes in vegetation trajectories,ECOLOGICAL APPLICATIONS,10.1890/14-2063,http://doi.org/10.1890/14-2063,NA,06.01.20,University of Maryland and L. Johnson. 2016. Data for L.R. Johnson and S.N. Handel - Restoration treatments in urban park forests drive long-term changes in vegetation trajectories - Ecological Applications doi:10.1890/14-2063.1 ver 150. Environmental Data Initiative. https://doi.org/10.6073/pasta/96ac7ad2d051559fdd8d977a7f45a881 (Accessed 2020-06-01).,NA,NA
GRP,52,1,2001,DAVID W. PETERSON AND PETER B. REICH,PRESCRIBED FIRE IN OAK SAVANNA: FIRE FREQUENCY EFFECTS ON STAND STRUCTURE AND DYNAMICS,Ecological Applications,10.1890/1051-0761(2001)011[0914:PFIOSF]2.0.CO;2,https://doi.org/10.1890/1051-0761(2001)011[0914:PFIOSF]2.0.CO;2,NA,05.06.20,"Reich, P. 2018. Plant density: Effect of Burning Patterns on Vegetation in the Fish Lake Burn Compartments ver 8. Environmental Data Initiative. https://doi.org/10.6073/pasta/fe139acf2f45e75fcbe684284952d93b (Accessed 2020-08-10).",CC BY,CC BY
GRP,54,1,2012,"LAUREN M. HALLETT, JOANNA S. HSU, ELSA E. CLELAND, SCOTT L. COLLINS, TIMOTHY L. DICKSON, EMILY C. FARRER, LAUREANO A. GHERARDI, KATHERINE L. GROSS, RICHARD J. HOBBS, LAURA TURNBULL, AND KATHARINE N. SUDING",Biotic mechanisms of community stability shift along a precipitation gradient,Ecology,10.1890/13-0895.1,http://dx.doi.org/10.1890/13-0895.1,NA,03.06.20,"Hallett, L., J. Hsu, E. Cleland, S. Collins, T. Diskson, E. Farrer, L. Gherardi, K. Gross, R. Hobbs, L. Turnbull, K. Suding, J. Bartolome, and P. Hopkinson. 2019. Combined data on plant species abundance and composition from LTER and other grasslands in the United States, 1943 - 2010 ver 3. Environmental Data Initiative. https://doi.org/10.6073/pasta/1f677c39993cbdd2739cef7ad8dd758e (Accessed 2020-08-17).",CC0,CC0
GRP,55,1,2009,SHARON K. COLLINGE AND CHRIS RAY,Transient patterns in the assembly of vernal pool plant communities,Ecology,10.1890/08-2155.1,https://doi.org/10.1890/08-2155.1,NA,01.06.20,"Collinge, S.K. and A.M. Faist. 2020. Long Term Research in Environmental Biology (LTREB): California vernal pool plant community ecology and restoration, 2000-2017 ver 2. Environmental Data Initiative. https://doi.org/10.6073/pasta/1daedb3a3b601d0fd9ccb4120cfb504e (Accessed 2020-08-20).",CC BY,CC BY
GRP,56,1,2018,Johannes Knops,Plant species percent cover data: Effect of Fire Frequency on Grassland Vegetation and Soils,LTER,doi:10.6073/pasta/0496cc0fd5bd68da780da66df779406d,https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-cdr.94.8,NA,05.06.20,"Knops, J. 2018. Plant species percent cover data: Effect of Fire Frequency on Grassland Vegetation and Soils ver 8. Environmental Data Initiative. https://doi.org/10.6073/pasta/0496cc0fd5bd68da780da66df779406d (Accessed 2020-08-21).",CC BY,CC BY
GRP,57,1,1998,"Debra P. Coffin, William A. Laycock & William K. Lauenroth",Disturbance intensity and above- and belowground herbivory effects on long-term (14 y) recovery of a semiarid grassland,Plant Ecology,NA,https://link.springer.com/article/10.1023/A:1009789017151,NA,05.06.20,"Lauenroth, W. 2014. SGS-LTER Disturbance intensity and above- and belowground herbivory effects on long-term recovery of shortgrass steppe on the Central Plains Experimental Range, Nunn, Colorado, USA 1977-1990 ver 18. Environmental Data Initiative. https://doi.org/10.6073/pasta/9bad1dcc57df3e87c13a6987682183ba (Accessed 2020-08-24).",NA,NA
GRP,58,1,2020,Andrew D. Kaul  Brian J. Wilsey,Exotic species drive patterns of plant species diversity in 93 restored tallgrass prairies,Ecological Applications,10.1002/eap.2252,https://doi.org/10.1002/eap.2252,NA,NA,NA,NA,NA
GRP,59,1,NA,"Bouazza, Karma",Lebanon Reforestation Initiative (LRI),NA,NA,NA,NA,NA,NA,NA,NA
GRP,60,1,2020,Diane L. Larson  Daniel L. Hernández  Jennifer L. Larson  Julia B. Leone  Nora Pennarola,Management of remnant tallgrass prairie by grazing or fire: effects on plant communities and soil properties,Ecosphere,https://doi.org/10.1002/ecs2.3213,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecs2.3213,NA,24.11.20,"Larson, D.L., Hernández, D.L., Larson, J.L., Leone, J.B., and Pennarola, N., 2020, Management of remnant tallgrass prairie by grazing or fire in western Minnesota, 2016-2017: U.S. Geological Survey data release, https://doi.org/10.5066/P9N8X0ZY","CC BY (paper, not sure about data?)","CC BY (paper, not sure about data?)"
GRP,61,1,2015,"Norland, Jack, Larson, Tyler,Dixon, Cami, Askerooth, Kristine",Outcomes of Past Grassland Reconstructions in Eastern North Dakota and Northwestern Minnesota: Analysis of Practices,Ecological Restoration,NA,NA,R-S,NA,NA,NA,NA
GRP,61,2,2018,"Jack E. Norland, Cami S. Dixon, Diane L. Larson, Kristine L. Askerooth and Benjamin A. Geaumont",Prairie Reconstruction Unpredictability and Complexity: What is the Rate of Reconstruction Failures?,Ecological Restoration,NA,NA,R-S,NA,NA,NA,NA
GRP,62,1,2019,"Mortenson, Adam Jacob, Norland, Jack",A study of prairie reconstructions in the Eastern Dakotas,"Thesis, North Dakota State University",NA,NA,R-S,NA,NA,NA,NA
GRP,63,1,2021,"Ashish N. Nerlekar, Nirav Mehta, Ritesh Pokar, Mayur Bhagwat, Chetan Misher, Pankaj Joshi, Ankila J. Hiremath",Removal or utilisation? Testing alternative approaches to the management of an invasive woody legume in an arid Indian grassland,Restoration Ecology,NA,https://doi.org/10.1111/rec.13477,R-S,NA,NA,NA,NA
GRP,64,1,2019,"Sperry, KP; Hilfer, H; Lane, I; Petersen, J; Dixon, PM; Sullivan, LL",Species diversity and dispersal traits alter biodiversity spillover in reconstructed grasslands,JOURNAL OF APPLIED ECOLOGY,10.1111/1365-2664.13469,http://doi.org/10.1111/1365-2664.13469,OA,6.17.2021,"Katie Sperry, Hayley Hilfer, Ian Lane, Jessica Petersen, Phil Dixon, & Lauren Sullivan. (2019, June 21). Species diversity and movement traits alter biodiversity spillover in reconstructed grasslands. Journal of Applied Ecology. Zenodo. http://doi.org/10.5281/zenodo.3252034",CC-BY,NA
GRP,65,1,2016,"Peter Lesica, David Hanna, Nathan Birkeland",Choosing Species to Enhance Native Plant Abundance Following Biological Control of Leafy Spurge (Euphorbia esula),Ecological Restoration,doi: 10.3368/er.34.1.3,http://er.uwpress.org/content/34/1/3.full.pdf+html?sid=2e2469f4-b65c-4d6c-9d37-e9995bcd786d,R-S,NA,NA,NA,NA
GRP,66,1,2020,"Michal Hyjek, Petra Hájková & Jan Roleček",A novel dataset of permanent plots in extremely species-rich temperate grasslands,Folia Geobotanica,10.1007/s12224-020-09372-6,https://doi.org/10.1007/s12224-020-09372-6,OA,NA,NA,NA,NA
GRP,67,1,2015,"Rhoades, CC; Fornwalt, PJ; Paschke, MW; Shanklin, A; Jonas, JL",Recovery of small pile burn scars in conifer forests of the Colorado Front Range,FOREST ECOLOGY AND MANAGEMENT,10.1016/j.foreco.2015.03.026,http://doi.org/10.1016/j.foreco.2015.03.026,OA,06.28.2021,"Shanklin, Amber M.; Rhoades, Charles C.; Fornwalt, Paula J.; Paschke, Mark W. 2014. Vegetation, soils, and landscape data for experimental rehabilitation of slash pile fire scars in conifer forests of the Front Range, Colorado. Fort Collins, CO: Forest Service Research Data Archive. https://doi.org/10.2737/RDS-2019-0027",CC-BY-ND,NA
GRP,68,1,2020,"Becky K. Kerns, Michelle A. Day, Dana Ikeda",Long-Term Seeding Outcomes in Slash Piles and Skid Trails after Conifer Removal,Forests,NA,https://doi.org/10.3390/f11080839,OA,06.28.2021,"Day, Michelle A.; Kerns, Becky K. 2020. Long-term effects of restoration treatments in a juniper woodland invaded by annual exotic grasses: juniper removal, pile burning and native seeding. Fort Collins, CO: Forest Service Research Data Archive. https://doi.org/10.2737/RDS-2020-0032",CC-BY-ND,NA
GRP,70,1,2019,"Wohlwend, MR; Schutzenhofer, MR; Knight, TM",Long-term experiment manipulating community assembly results in favorable restoration outcomes for invaded prairies,RESTORATION ECOLOGY,10.1111/rec.13006,http://doi.org/10.1111/rec.13006,R-S,NA,NA,NA,NA
GRP,71,1,2017,"Wolff, C; Gilhaus, K; Holzel, N; Schneider, S",Status and restoration potential of heathlands and sand grasslands in the southwest of Luxembourg,TUEXENIA,10.14471/2017.37.007,http://doi.org/10.14471/2017.37.007,OA,NA,NA,NA,NA
GRP,72,1,2021,"B.A. Woodcock, R.F. Pywell, N.A. Macgregor, M.E. Edwards d, J. Redhead, L. E. Ridding, P. Batary, M. Czerwinski, S. Duffield","Historical, local and landscape factors determine the success of grassland restoration for arthropods","Agriculture, Ecosystems and Environment",10.1016/j.agee.2020.107271,https://doi.org/10.1016/j.agee.2020.107271,R-S,NA,NA,NA,NA
GRP,73,1,2020,"Paula Comeau, Jack E. Norland , Cami S. Dixon , Kristine L. Askerooth and Kyle Kelsey",Reducing Cirsium arvense (Canada Thistle) Using Spike Seeding: Six Years Later,Ecological Restoration,10.3368/er.38.2.67,https://doi.org/10.3368/er.38.2.67,R-S,NA,NA,NA,NA
